1,2000
2,6213
3,109
4,12329
5,13449
6,17187
7,17307
8,6468
9,17229
10,7939
11,13255
12,4338
13,335
14,4046
15,631
16,2
17,17199
18,17489
19,5764
20,11234
21,6701
22,15739
23,25367
24,34511
25,16843
26,25104
27,26840
28,25945
29,0
30,16891
31,5448
32,5550
33,31629
34,7116
35,17061
36,10625
37,30619
38,25401
39,14038
40,13348
41,11860
42,2378
43,953
44,9847
45,17350
46,17513
47,17636
48,14137
49,19712
50,9026
51,25068
52,7017
53,800
54,4881
55,7274
56,7878
57,27876
58,25155
59,20625
60,53540
61,52086
62,1426
63,839
64,1740
65,1327
66,716
67,1732
68,1343
69,945
70,874
71,1516
72,1599
73,1431
74,807
75,685
76,769
77,869
78,928
79,1435
80,861
81,933
82,1501
83,994
84,1025
85,1070
86,926
87,1536
88,745
89,1556
90,1694
91,868
92,770
93,812
94,792
95,969
96,851
97,758
98,710
99,1519
100,937
101,1673
102,919
103,784
104,1469
105,867
106,1601
107,824
108,803
109,1627
110,707
111,790
112,834
113,1915
114,1073
115,983
116,1602
117,950
118,1903
119,849
120,774
121,1111
122,1615
123,658
124,1699
125,760
126,909
127,767
128,1692
129,1326
130,1263
131,1961
132,1735
133,885
134,739
135,887
136,775
137,1614
138,1583
139,1625
140,1084
141,1715
142,712
143,1515
144,964
145,1419
146,723
147,1575
148,958
149,1061
150,734
151,785
152,1580
153,1552
154,659
155,1451
156,688
157,1640
158,975
159,1047
160,1054
161,1819
162,1783
163,847
164,1478
165,1220
166,821
167,752
168,1499
169,891
170,818
171,873
172,1377
173,709
174,838
175,1677
176,1621
177,787
178,1790
179,603
180,1672
181,622
182,789
183,708
184,704
185,1551
186,1504
187,1705
188,726
189,1559
190,1600
191,772
192,879
193,817
194,825
195,985
196,777
197,782
198,925
199,732
200,661
201,1572
202,841
203,1576
204,1586
205,1295
206,754
207,832
208,1540
209,1765
210,1123
211,858
212,1527
213,1718
214,1482
215,574
216,931
217,1468
218,1476
219,1517
220,663
221,1793
222,843
223,848
224,1736
225,1505
226,1167
227,1589
228,823
229,1530
230,906
231,837
232,1871
233,1554
234,1786
235,1608
236,917
237,955
238,1607
239,883
240,1744
241,748
242,1643
243,1827
244,1569
245,677
246,1563
247,1775
248,1486
249,954
250,826
251,1545
252,1646
253,759
254,1609
255,1702
256,1254
257,1415
258,1456
259,761
260,1461
261,1784
262,727
263,793
264,806
265,741
266,1904
267,1604
268,970
269,935
270,1725
271,828
272,1392
273,1863
274,819
275,827
276,840
277,1337
278,1024
279,695
280,1268
281,1492
282,946
283,1837
284,1797
285,831
286,884
287,1730
288,853
289,1649
290,1396
291,1555
292,1659
293,706
294,1856
295,907
296,886
297,864
298,714
299,1679
300,936
301,1747
302,1772
303,1728
304,1778
305,897
306,1584
307,1432
308,1531
309,988
310,1524
311,1330
312,878
313,960
314,1802
315,744
316,1727
317,1349
318,629
319,689
320,1441
321,1761
322,1455
323,894
324,1490
325,1534
326,646
327,957
328,881
329,679
330,757
331,1434
332,718
333,776
334,729
335,1321
336,1346
337,1711
338,765
339,701
340,903
341,1813
342,863
343,852
344,815
345,914
346,605
347,1663
348,731
349,796
350,1606
351,1550
352,1553
353,1338
354,711
355,1754
356,1696
357,995
358,836
359,1564
360,1568
361,1055
362,1421
363,1234
364,2051
365,1597
366,1511
367,1748
368,1408
369,1729
370,1109
371,1897
372,1605
373,1018
374,1309
375,1829
376,1171
377,1698
378,1865
379,1513
380,1814
381,1894
382,1375
383,1667
384,1710
385,1594
386,1233
387,1281
388,1414
389,1320
390,1502
391,1738
392,1642
393,1422
394,1779
395,1301
396,1720
397,1340
398,1372
399,1262
400,1641
401,1175
402,1464
403,1484
404,1838
405,1680
406,1809
407,1189
408,1887
409,1150
410,1753
411,1921
412,1098
413,1532
414,990
415,1799
416,1612
417,1361
418,1311
419,1893
420,1147
421,1407
422,1818
423,1756
424,1246
425,1724
426,1424
427,1533
428,1953
429,1257
430,1757
431,1385
432,1102
433,1403
434,1907
435,1510
436,1142
437,1495
438,2014
439,1777
440,1188
441,1129
442,1386
443,1830
444,1613
445,1345
446,1800
447,1590
448,1634
449,1746
450,1701
451,1546
452,1467
453,1420
454,1410
455,1015
456,1889
457,1169
458,1251
459,1144
460,1239
461,1100
462,1436
463,1122
464,1318
465,1354
466,1163
467,1319
468,1425
469,1157
470,1429
471,1222
472,1362
473,1825
474,1848
475,1036
476,1357
477,1537
478,1633
479,1682
480,1212
481,1334
482,1092
483,1227
484,1060
485,1248
486,1063
487,1457
488,1839
489,1333
490,1203
491,1585
492,1219
493,1315
494,1087
495,1170
496,1137
497,1928
498,1713
499,1259
500,1901
501,1181
502,1184
503,1739
504,1769
505,1466
506,1652
507,1342
508,1226
509,1269
510,1506
511,1258
512,1364
513,1323
514,1539
515,996
516,1154
517,1806
518,1494
519,1781
520,1557
521,1235
522,1676
523,1872
524,1648
525,1726
526,1348
527,1215
528,1487
529,1209
530,1271
531,1558
532,1405
533,1231
534,1774
535,1869
536,1335
537,791
538,1075
539,871
540,801
541,649
542,943
543,833
544,700
545,930
546,719
547,860
548,1027
549,664
550,862
551,811
552,908
553,989
554,645
555,965
556,795
557,1657
558,691
559,736
560,1083
561,654
562,756
563,771
564,835
565,753
566,724
567,798
568,859
569,808
570,627
571,794
572,694
573,735
574,648
575,705
576,728
577,742
578,905
579,669
580,750
581,842
582,932
583,733
584,681
585,797
586,816
587,788
588,715
589,451
590,889
591,974
592,952
593,683
594,697
595,855
596,606
597,609
598,747
599,1038
600,810
601,918
602,901
603,686
604,822
605,621
606,619
607,829
608,773
609,783
610,597
611,991
612,702
613,799
614,762
615,696
616,682
617,623
618,1019
619,780
620,880
621,768
622,678
623,665
624,703
625,737
626,713
627,911
628,877
629,904
630,717
631,657
632,730
633,778
634,563
635,674
636,804
637,1912
638,1433
639,1885
640,1042
641,1760
642,1626
643,1438
644,1035
645,1272
646,1523
647,1898
648,1347
649,1509
650,962
651,967
652,1138
653,1892
654,1031
655,1691
656,1944
657,1768
658,963
659,1303
660,1039
661,1266
662,1104
663,1548
664,1124
665,1719
666,1452
667,1416
668,1496
669,1287
670,1282
671,1195
672,1394
673,1665
674,1541
675,1288
676,1983
677,1655
678,1306
679,1446
680,1417
681,1497
682,1543
683,1202
684,1370
685,1723
686,1108
687,1477
688,1229
689,1807
690,1566
691,1299
692,1237
693,1131
694,1650
695,1180
696,1934
697,1570
698,1030
699,1228
700,1480
701,1192
702,1204
703,1127
704,1276
705,1664
706,1236
707,1153
708,1336
709,2003
710,1508
711,1764
712,1363
713,1668
714,1296
715,1518
716,1353
717,1882
718,1278
719,1089
