1,2710
2,CA01
3,2709
4,9998
5,2606
6,2501
7,22G0
8,45G0
9,42G0
10,45R0
11,2901
12,2711
13,4202
14,8704
15,8711
16,8703
17,0203
18,0306
19,0702
20,0704
21,2103
22,2106
23,6004
24,6105
25,8407
26,8705
27,8709
28,9508
29,9996
30,1106
31,0709
32,0801
33,0802
34,0909
35,1905
36,2821
37,3506
38,0207
39,0407
40,0901
41,2005
42,6401
43,8702
44,0810
45,22T0
46,0303
47,0406
48,0703
49,0805
50,4206
51,0713
52,7002
53,8903
54,0712
55,1207
56,3923
57,6210
58,9603
59,0304
60,2008
61,4804
62,8509
63,3402
64,8604
65,9301
66,1006
67,1102
68,1801
69,2208
70,4008
71,22R0
72,4811
73,8710
74,8427
75,0803
76,0807
77,1701
78,49G9
79,L5G0
80,R9R9
81,12G0
82,2818
83,3103
84,3105
85,1001
86,2713
87,7201
88,12R0
89,0202
90,29G9
91,42R0
92,42R1
93,42R2
94,42R3
95,42R9
96,45P3
97,3209
98,4413
99,8307
100,45P8
101,8888
102,2209
103,1005
104,45R1
105,4104
106,1511
107,1513
108,45R2
109,45R3
110,45R9
111,8479
112,2207
113,45U6
114,49R9
115,4EG1
116,22U1
117,42U1
118,7210
119,7208
120,2617
121,2507
122,7308
123,8111
124,2510
125,2910
126,2909
127,2905
128,2815
129,2903
130,2902
131,2930
132,2926
133,2915
134,3811
135,2939
136,3903
137,2805
138,4401
139,2922
140,3808
141,3907
142,3814
143,3909
144,2814
145,7216
146,2601
147,SRFC
148,1201
149,2602
150,3104
151,2503
152,2707
153,8421
154,8502
155,2701
156,0208
157,4703
158,2833
159,2842
160,4407
161,4412
162,7601
163,7402
164,22P2
165,7207
166,0402
167,0106
168,6306
169,8802
170,4819
171,8414
172,1403
173,4303
174,6305
175,7304
176,8485
177,8902
178,3703
179,4409
180,8528
181,8712
182,1502
183,3926
184,4009
185,4901
186,1806
187,8707
188,0906
189,4823
190,8480
191,8506
192,4801
193,6404
194,8409
195,8424
196,8713
197,3208
198,7225
199,4417
200,8503
201,8430
202,42G1
203,45G1
204,22G1
205,22T5
206,20T5
207,22R1
208,22T6
209,22T2
210,42T0
211,22P1
212,22P3
213,42P3
214,49V9
215,25R1
216,42P1
217,R9B9
218,42T5
219,22T7
220,49U9
221,22B0
222,29R9
223,22T1
224,22T3
225,22T4
226,22T8
227,25G0
228,25R9
229,3202
230,42P2
231,22V0
232,7326
233,42P8
234,42T8
235,R9U9
236,22P8
237,22P4
238,49P0
239,22R2
240,3102
241,2835
242,2201
243,2714
244,20H0
245,0206
246,4016
247,9401
248,4910
249,49B9
250,3913
251,42P4
252,2304
253,2705
254,6902
255,9018
256,2917
257,3401
258,8438
259,8708
260,3915
261,8544
262,8408
263,2704
264,7312
265,29B9
266,5911
267,7325
268,8441
269,22U6
270,8609
271,2516
272,3912
273,12U0
274,1507
275,2918
276,7613
277,7311
278,42U6
279,20P1
280,3809
281,3818
282,5202
283,42T6
284,22R9
285,29U9
286,8504
287,0102
288,1213
289,2302
290,1101
291,1214
292,2401
293,1008
294,8608
295,8431
296,3906
297,3908
298,7204
299,7205
300,7209
301,1103
302,8547
