1,20
2,34
3,21
4,60
5,24
6,23
7,50
8,25
9,31
10,39
11,19
12,49
13,42
14,40
15,0
16,70
17,82
18,26
19,69
20,63
21,55
22,45
23,22
24,28
25,44
26,18
27,38
28,74
29,43
30,33
31,86
32,12
33,2
34,6
35,4
36,3
37,5
38,8
39,56
40,9
41,17
42,1
43,41
44,15
45,7
46,10
47,13
48,30
49,16
50,11
51,14
52,36
53,58
54,29
55,37
56,48
