1,788883
2,751889
3,797313
4,794159
5,794200
6,761217
7,794196
8,800553
9,784016
10,802142
11,811514
12,801565
13,788167
14,783102
15,808723
16,754727
17,754708
18,775454
19,812660
20,747662
21,764881
22,775033
23,735424
24,806163
25,770271
26,779943
27,809311
28,789418
29,800213
30,805398
31,782153
32,805721
33,834485
34,762331
35,746535
36,769056
37,760759
38,791214
39,773672
40,757481
41,747663
42,835566
43,738310
44,735434
45,748221
46,736957
47,746129
48,748579
49,748577
50,785656
51,748215
52,746081
53,745587
54,746077
55,745630
56,746087
57,745402
58,800332
59,799223
60,794929
61,746084
62,752732
63,806130
64,746112
65,750866
66,751470
67,750774
68,747458
69,748217
70,748209
71,748599
72,798345
73,751839
74,785998
75,748584
76,795448
77,768854
78,756661
79,768853
80,795384
81,798386
82,803049
83,740852
84,785468
85,771145
86,779646
87,747647
88,785481
89,769320
90,748204
91,795282
92,748208
93,747740
94,803584
95,747712
96,748225
97,786002
98,745644
99,756662
100,751540
101,751554
102,756222
103,753348
104,753607
105,753384
106,747341
107,806008
108,753540
109,753603
110,797086
111,753569
112,753976
113,744741
114,745408
115,744744
116,745430
117,743215
118,744700
119,753864
120,751536
121,744659
122,744665
123,753041
124,795633
125,753042
126,751511
127,751564
128,751571
129,751567
130,751533
131,799837
132,751581
133,757031
134,745790
135,800036
136,759574
137,747442
138,751594
139,745792
140,802682
141,756227
142,756228
143,795947
144,751544
145,797618
146,746435
147,792388
148,747345
149,751527
150,747449
151,751508
152,747455
153,747446
154,774114
155,760628
156,760773
157,760632
158,760572
159,759869
160,760777
161,777627
162,791015
163,735460
164,760563
165,760568
166,759781
167,777825
168,761311
169,761312
170,761742
171,777826
172,760205
173,792279
174,760091
175,763343
176,760404
177,760417
178,778124
179,790857
180,763175
181,763155
182,777635
183,777632
184,777638
185,791292
186,771850
187,761838
188,763003
189,791525
190,761743
191,742188
192,735803
193,763527
194,742187
195,742197
196,763524
197,742243
198,762201
199,742248
200,778207
201,735791
202,735796
203,766111
204,790665
205,735894
206,790726
207,790666
208,776903
209,789206
210,789970
211,765810
212,766318
213,778476
214,790165
215,763991
216,764049
217,790434
218,766118
219,764045
220,778393
221,790500
222,790790
223,735887
224,790789
225,790499
226,765811
227,766315
228,790390
229,741916
230,778807
231,787906
232,771851
233,764472
234,778020
235,760950
236,760952
237,776907
238,742322
239,778021
240,792007
241,765395
242,778605
243,788489
244,788440
245,788442
246,778405
247,790166
248,764471
249,790233
250,766110
251,788493
252,778810
253,784588
254,741088
255,768799
256,741137
257,741084
258,741085
259,768800
260,766741
261,776194
262,741128
263,766746
264,786150
265,775659
266,786357
267,786308
268,768340
269,772992
270,772930
271,786360
272,779416
273,768337
274,766753
275,779414
276,786663
277,770282
278,771120
279,770725
280,785032
281,784824
282,785138
283,736958
284,740854
285,768873
286,785137
287,736939
288,784946
289,781527
290,767286
291,787283
292,767310
293,766697
294,787604
295,767078
296,740547
297,785049
298,785471
299,776190
300,776221
301,767081
302,773705
303,739710
304,736937
305,784637
306,771149
307,784634
308,784369
309,784514
310,784377
311,771268
312,784028
313,780442
314,779915
315,783772
316,738914
317,738918
318,783773
319,772059
320,772457
321,739095
322,783587
323,772101
324,783579
325,780440
326,739097
327,774117
328,772683
329,780931
330,772845
331,771997
332,782298
333,772463
334,781062
335,773105
336,782242
337,772469
338,772679
339,781536
340,774184
341,782895
342,774185
343,737518
344,782580
345,781544
346,773868
347,759575
348,737520
349,738133
350,784380
351,738134
352,773404
353,805838
354,804879
355,796354
356,742983
357,796713
358,742980
359,742543
