1,17880751
2,16157250
3,16157251
4,17416470
5,17344434
6,17344435
7,17344478
8,16367646
9,17344471
10,17551294
11,17551295
12,17551296
13,17551297
14,17013657
15,17013658
16,17013659
17,17575382
18,17876887
19,17876888
20,17562031
21,17562032
22,17126683
23,17001291
24,17797891
25,16201621
26,16201330
27,16773598
28,17896605
29,17896606
30,16036817
31,16504827
32,16504828
33,16725905
34,15693612
35,17713196
36,17713197
37,16656999
38,16900534
39,17806650
40,17180643
41,17180644
42,17180645
43,17180646
44,17545847
45,17545848
46,17709432
47,16971143
48,17710028
49,18772879
50,16379234
51,16379235
52,16016646
53,16606452
54,16606453
55,16352292
56,17211893
57,16703778
58,16273947
59,16036822
60,18834804
61,15761644
62,15693622
63,16050664
64,15863398
65,16013850
66,16053025
67,16053023
68,17048325
69,16050658
70,16013798
71,16008100
72,16013794
73,16008178
74,16013804
75,16006259
76,17550565
77,17552174
78,17416528
79,16013801
80,16175994
81,17713176
82,16013834
83,16085362
84,16116218
85,16075497
86,16032285
87,16050660
88,16050652
89,16053305
90,17552173
91,16172037
92,17105290
93,16053030
94,17380323
95,16691143
96,16266480
97,16691142
98,17380218
99,17552172
100,17635449
101,15865959
102,17039217
103,16682290
104,16897387
105,16036800
106,17039230
107,16691101
108,16050647
109,17416534
110,16050651
111,16037175
112,17639130
113,16037138
114,16050668
115,17105294
116,16008195
117,16266481
118,16116162
119,16116181
120,16263033
121,16179751
122,16183084
123,16179785
124,16032048
125,17712853
126,16183073
127,16183082
128,17400022
129,16183077
130,16191403
131,15965962
132,16006266
133,15965965
134,16006294
135,15892497
136,15965917
137,16189850
138,16116157
139,15965875
140,15965881
141,16176950
142,17383878
143,16176951
144,16116225
145,16116191
146,16116198
147,16116194
148,16116151
149,17543086
150,16116211
151,16270776
152,16010219
153,17543946
154,16341390
155,16032270
156,16116217
157,16010221
158,17629654
159,16263038
160,16263039
161,17389061
162,16116167
163,17425800
164,16015002
165,17281347
166,16032052
167,16116145
168,16032276
169,16116224
170,16032282
171,16032273
172,16710855
173,16351896
174,16352538
175,16351900
176,16351879
177,16342015
178,16352542
179,16841105
180,17210639
181,15863349
182,16351871
183,16351875
184,16341594
185,16841716
186,16369954
187,16369955
188,16374793
189,16841717
190,16349387
191,17280960
192,16349257
193,16429575
194,16351696
195,16351709
196,16843708
197,17210212
198,16416045
199,16416003
200,16841113
201,16841110
202,16841116
203,17256301
204,16685512
205,16374893
206,16414468
207,17262569
208,16374794
209,15878024
210,15863367
211,16435127
212,15878023
213,15878033
214,16435124
215,15878047
216,16378629
217,15878052
218,16844477
